KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
postcol_NEN_title;A New Government;Un nouveau gouvernement;Eine neue Regierung;Nowy rz¹d;Un nuevo gobierno;Un nuovo governo;Egy új kormány;Nová vláda;Egy új kormány;Een nieuwe regering;Um novo governo;Íîâîå ïğàâèòåëüñòâî;Uusi hallitus;x
postcol_NEN_desc;We managed to finally get the autonomy and liberty we deserve from our former overlord. It is time to reorganize the dominion;Nous avons réussi à obtenir enfin l'autonomie et la liberté que nous méritons de notre ancien seigneur. Il est temps de réoganiser le domaine;Wir haben es geschafft, endlich die Autonomie und Freiheit zu erreichen, die wir von unserem ehemaligen Oberherrn verdienen. Es ist Zeit, die Herrschaft neu zu ordnen;Uda³o nam siê w koncu uzyskaæ autonomiê i wolnoœæ zas³ugujemy od naszego by³ego w³adce. To jest czas na reorganizacjê panowanie;Conseguimos finalmente la autonomía y la libertad que merecemos de nuestro antiguo señor. Es hora de reorganizar el dominio;Siamo riusciti a ottenere finalmente l'autonomia e la libertà che ci meritiamo dal nostro ex dominatore. È tempo di riorganizzare il dominio;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;Podaøilo se nám koneènì získat autonomii a svobodu, kterou si zaslouíme od našeho bıvalého pána. Je naèase reorganizovat panství;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;We zijn erin geslaagd om eindelijk de autonomie en de vrijheid die we verdienen van onze voormalige overlord. Het is tijd om het koninkrijk te reorganiseren;Conseguimos finalmente obter a autonomia ea liberdade que merecemos de nosso ex-senhor. É hora de reorganizar o domínio;Íàì óäàëîñü íàêîíåö ïîëó÷èòü àâòîíîìèş è ñâîáîäó, êîòîğûõ ìû çàñëóæèâàåì îò íàøåãî áûâøåãî ïîâåëèòåëÿ. Ïğèøëî âğåìÿ ğåîğãàíèçîâàòü âëàñòü;Onnistuimme vihdoinkin itsenäisyyttä ja vapautta ansaitsemme meidän entinen lääninherra. On aika järjestää uudelleen valta;x
postcol_MAN_title;A New Government;Un nouveau gouvernement;Eine neue Regierung;Nowy rz¹d;Un nuevo gobierno;Un nuovo governo;Egy új kormány;Nová vláda;Egy új kormány;Een nieuwe regering;Um novo governo;Íîâîå ïğàâèòåëüñòâî;Uusi hallitus;x
postcol_MAN_desc;We managed to finally get the autonomy and liberty we deserve from our former overlord. It is time to reorganize the dominion;Nous avons réussi à obtenir enfin l'autonomie et la liberté que nous méritons de notre ancien seigneur. Il est temps de réoganiser le domaine;Wir haben es geschafft, endlich die Autonomie und Freiheit zu erreichen, die wir von unserem ehemaligen Oberherrn verdienen. Es ist Zeit, die Herrschaft neu zu ordnen;Uda³o nam siê w koncu uzyskaæ autonomiê i wolnoœæ zas³ugujemy od naszego by³ego w³adce. To jest czas na reorganizacjê panowanie;Conseguimos finalmente la autonomía y la libertad que merecemos de nuestro antiguo señor. Es hora de reorganizar el dominio;Siamo riusciti a ottenere finalmente l'autonomia e la libertà che ci meritiamo dal nostro ex dominatore. È tempo di riorganizzare il dominio;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;Podaøilo se nám koneènì získat autonomii a svobodu, kterou si zaslouíme od našeho bıvalého pána. Je naèase reorganizovat panství;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;We zijn erin geslaagd om eindelijk de autonomie en de vrijheid die we verdienen van onze voormalige overlord. Het is tijd om het koninkrijk te reorganiseren;Conseguimos finalmente obter a autonomia ea liberdade que merecemos de nosso ex-senhor. É hora de reorganizar o domínio;Íàì óäàëîñü íàêîíåö ïîëó÷èòü àâòîíîìèş è ñâîáîäó, êîòîğûõ ìû çàñëóæèâàåì îò íàøåãî áûâøåãî ïîâåëèòåëÿ. Ïğèøëî âğåìÿ ğåîğãàíèçîâàòü âëàñòü;Onnistuimme vihdoinkin itsenäisyyttä ja vapautta ansaitsemme meidän entinen lääninherra. On aika järjestää uudelleen valta;x
postcol_TEX_title;A New Government;Un nouveau gouvernement;Eine neue Regierung;Nowy rz¹d;Un nuevo gobierno;Un nuovo governo;Egy új kormány;Nová vláda;Egy új kormány;Een nieuwe regering;Um novo governo;Íîâîå ïğàâèòåëüñòâî;Uusi hallitus;x
postcol_TEX_desc;We managed to finally get the autonomy and liberty we deserve from our former overlord. It is time to reorganize the dominion;Nous avons réussi à obtenir enfin l'autonomie et la liberté que nous méritons de notre ancien seigneur. Il est temps de réoganiser le domaine;Wir haben es geschafft, endlich die Autonomie und Freiheit zu erreichen, die wir von unserem ehemaligen Oberherrn verdienen. Es ist Zeit, die Herrschaft neu zu ordnen;Uda³o nam siê w koncu uzyskaæ autonomiê i wolnoœæ zas³ugujemy od naszego by³ego w³adce. To jest czas na reorganizacjê panowanie;Conseguimos finalmente la autonomía y la libertad que merecemos de nuestro antiguo señor. Es hora de reorganizar el dominio;Siamo riusciti a ottenere finalmente l'autonomia e la libertà che ci meritiamo dal nostro ex dominatore. È tempo di riorganizzare il dominio;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;Podaøilo se nám koneènì získat autonomii a svobodu, kterou si zaslouíme od našeho bıvalého pána. Je naèase reorganizovat panství;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;We zijn erin geslaagd om eindelijk de autonomie en de vrijheid die we verdienen van onze voormalige overlord. Het is tijd om het koninkrijk te reorganiseren;Conseguimos finalmente obter a autonomia ea liberdade que merecemos de nosso ex-senhor. É hora de reorganizar o domínio;Íàì óäàëîñü íàêîíåö ïîëó÷èòü àâòîíîìèş è ñâîáîäó, êîòîğûõ ìû çàñëóæèâàåì îò íàøåãî áûâøåãî ïîâåëèòåëÿ. Ïğèøëî âğåìÿ ğåîğãàíèçîâàòü âëàñòü;Onnistuimme vihdoinkin itsenäisyyttä ja vapautta ansaitsemme meidän entinen lääninherra. On aika järjestää uudelleen valta;x
postcol_USA_title;A New Government;Un nouveau gouvernement;Eine neue Regierung;Nowy rz¹d;Un nuevo gobierno;Un nuovo governo;Egy új kormány;Nová vláda;Egy új kormány;Een nieuwe regering;Um novo governo;Íîâîå ïğàâèòåëüñòâî;Uusi hallitus;x
postcol_USA_desc;We managed to finally get the autonomy and liberty we deserve from our former overlord. It is time to reorganize the dominion;Nous avons réussi à obtenir enfin l'autonomie et la liberté que nous méritons de notre ancien seigneur. Il est temps de réoganiser le domaine;Wir haben es geschafft, endlich die Autonomie und Freiheit zu erreichen, die wir von unserem ehemaligen Oberherrn verdienen. Es ist Zeit, die Herrschaft neu zu ordnen;Uda³o nam siê w koncu uzyskaæ autonomiê i wolnoœæ zas³ugujemy od naszego by³ego w³adce. To jest czas na reorganizacjê panowanie;Conseguimos finalmente la autonomía y la libertad que merecemos de nuestro antiguo señor. Es hora de reorganizar el dominio;Siamo riusciti a ottenere finalmente l'autonomia e la libertà che ci meritiamo dal nostro ex dominatore. È tempo di riorganizzare il dominio;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;Podaøilo se nám koneènì získat autonomii a svobodu, kterou si zaslouíme od našeho bıvalého pána. Je naèase reorganizovat panství;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;We zijn erin geslaagd om eindelijk de autonomie en de vrijheid die we verdienen van onze voormalige overlord. Het is tijd om het koninkrijk te reorganiseren;Conseguimos finalmente obter a autonomia ea liberdade que merecemos de nosso ex-senhor. É hora de reorganizar o domínio;Íàì óäàëîñü íàêîíåö ïîëó÷èòü àâòîíîìèş è ñâîáîäó, êîòîğûõ ìû çàñëóæèâàåì îò íàøåãî áûâøåãî ïîâåëèòåëÿ. Ïğèøëî âğåìÿ ğåîğãàíèçîâàòü âëàñòü;Onnistuimme vihdoinkin itsenäisyyttä ja vapautta ansaitsemme meidän entinen lääninherra. On aika järjestää uudelleen valta;x
postcol_CAL_title;A New Government;Un nouveau gouvernement;Eine neue Regierung;Nowy rz¹d;Un nuevo gobierno;Un nuovo governo;Egy új kormány;Nová vláda;Egy új kormány;Een nieuwe regering;Um novo governo;Íîâîå ïğàâèòåëüñòâî;Uusi hallitus;x
postcol_CAL_desc;We managed to finally get the autonomy and liberty we deserve from our former overlord. It is time to reorganize the dominion;Nous avons réussi à obtenir enfin l'autonomie et la liberté que nous méritons de notre ancien seigneur. Il est temps de réoganiser le domaine;Wir haben es geschafft, endlich die Autonomie und Freiheit zu erreichen, die wir von unserem ehemaligen Oberherrn verdienen. Es ist Zeit, die Herrschaft neu zu ordnen;Uda³o nam siê w koncu uzyskaæ autonomiê i wolnoœæ zas³ugujemy od naszego by³ego w³adce. To jest czas na reorganizacjê panowanie;Conseguimos finalmente la autonomía y la libertad que merecemos de nuestro antiguo señor. Es hora de reorganizar el dominio;Siamo riusciti a ottenere finalmente l'autonomia e la libertà che ci meritiamo dal nostro ex dominatore. È tempo di riorganizzare il dominio;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;Podaøilo se nám koneènì získat autonomii a svobodu, kterou si zaslouíme od našeho bıvalého pána. Je naèase reorganizovat panství;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;We zijn erin geslaagd om eindelijk de autonomie en de vrijheid die we verdienen van onze voormalige overlord. Het is tijd om het koninkrijk te reorganiseren;Conseguimos finalmente obter a autonomia ea liberdade que merecemos de nosso ex-senhor. É hora de reorganizar o domínio;Íàì óäàëîñü íàêîíåö ïîëó÷èòü àâòîíîìèş è ñâîáîäó, êîòîğûõ ìû çàñëóæèâàåì îò íàøåãî áûâøåãî ïîâåëèòåëÿ. Ïğèøëî âğåìÿ ğåîğãàíèçîâàòü âëàñòü;Onnistuimme vihdoinkin itsenäisyyttä ja vapautta ansaitsemme meidän entinen lääninherra. On aika järjestää uudelleen valta;x
postcol_CUB_title;A New Government;Un nouveau gouvernement;Eine neue Regierung;Nowy rz¹d;Un nuevo gobierno;Un nuovo governo;Egy új kormány;Nová vláda;Egy új kormány;Een nieuwe regering;Um novo governo;Íîâîå ïğàâèòåëüñòâî;Uusi hallitus;x
postcol_CUB_desc;We managed to finally get the autonomy and liberty we deserve from our former overlord. It is time to reorganize the dominion;Nous avons réussi à obtenir enfin l'autonomie et la liberté que nous méritons de notre ancien seigneur. Il est temps de réoganiser le domaine;Wir haben es geschafft, endlich die Autonomie und Freiheit zu erreichen, die wir von unserem ehemaligen Oberherrn verdienen. Es ist Zeit, die Herrschaft neu zu ordnen;Uda³o nam siê w koncu uzyskaæ autonomiê i wolnoœæ zas³ugujemy od naszego by³ego w³adce. To jest czas na reorganizacjê panowanie;Conseguimos finalmente la autonomía y la libertad que merecemos de nuestro antiguo señor. Es hora de reorganizar el dominio;Siamo riusciti a ottenere finalmente l'autonomia e la libertà che ci meritiamo dal nostro ex dominatore. È tempo di riorganizzare il dominio;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;Podaøilo se nám koneènì získat autonomii a svobodu, kterou si zaslouíme od našeho bıvalého pána. Je naèase reorganizovat panství;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;We zijn erin geslaagd om eindelijk de autonomie en de vrijheid die we verdienen van onze voormalige overlord. Het is tijd om het koninkrijk te reorganiseren;Conseguimos finalmente obter a autonomia ea liberdade que merecemos de nosso ex-senhor. É hora de reorganizar o domínio;Íàì óäàëîñü íàêîíåö ïîëó÷èòü àâòîíîìèş è ñâîáîäó, êîòîğûõ ìû çàñëóæèâàåì îò íàøåãî áûâøåãî ïîâåëèòåëÿ. Ïğèøëî âğåìÿ ğåîğãàíèçîâàòü âëàñòü;Onnistuimme vihdoinkin itsenäisyyttä ja vapautta ansaitsemme meidän entinen lääninherra. On aika järjestää uudelleen valta;x
postcol_HAI_title;A New Government;Un nouveau gouvernement;Eine neue Regierung;Nowy rz¹d;Un nuevo gobierno;Un nuovo governo;Egy új kormány;Nová vláda;Egy új kormány;Een nieuwe regering;Um novo governo;Íîâîå ïğàâèòåëüñòâî;Uusi hallitus;x
postcol_HAI_desc;We managed to finally get the autonomy and liberty we deserve from our former overlord. It is time to reorganize the dominion;Nous avons réussi à obtenir enfin l'autonomie et la liberté que nous méritons de notre ancien seigneur. Il est temps de réoganiser le domaine;Wir haben es geschafft, endlich die Autonomie und Freiheit zu erreichen, die wir von unserem ehemaligen Oberherrn verdienen. Es ist Zeit, die Herrschaft neu zu ordnen;Uda³o nam siê w koncu uzyskaæ autonomiê i wolnoœæ zas³ugujemy od naszego by³ego w³adce. To jest czas na reorganizacjê panowanie;Conseguimos finalmente la autonomía y la libertad que merecemos de nuestro antiguo señor. Es hora de reorganizar el dominio;Siamo riusciti a ottenere finalmente l'autonomia e la libertà che ci meritiamo dal nostro ex dominatore. È tempo di riorganizzare il dominio;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;Podaøilo se nám koneènì získat autonomii a svobodu, kterou si zaslouíme od našeho bıvalého pána. Je naèase reorganizovat panství;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;We zijn erin geslaagd om eindelijk de autonomie en de vrijheid die we verdienen van onze voormalige overlord. Het is tijd om het koninkrijk te reorganiseren;Conseguimos finalmente obter a autonomia ea liberdade que merecemos de nosso ex-senhor. É hora de reorganizar o domínio;Íàì óäàëîñü íàêîíåö ïîëó÷èòü àâòîíîìèş è ñâîáîäó, êîòîğûõ ìû çàñëóæèâàåì îò íàøåãî áûâøåãî ïîâåëèòåëÿ. Ïğèøëî âğåìÿ ğåîğãàíèçîâàòü âëàñòü;Onnistuimme vihdoinkin itsenäisyyttä ja vapautta ansaitsemme meidän entinen lääninherra. On aika järjestää uudelleen valta;x
postcol_DOM_title;A New Government;Un nouveau gouvernement;Eine neue Regierung;Nowy rz¹d;Un nuevo gobierno;Un nuovo governo;Egy új kormány;Nová vláda;Egy új kormány;Een nieuwe regering;Um novo governo;Íîâîå ïğàâèòåëüñòâî;Uusi hallitus;x
postcol_DOM_desc;We managed to finally get the autonomy and liberty we deserve from our former overlord. It is time to reorganize the dominion;Nous avons réussi à obtenir enfin l'autonomie et la liberté que nous méritons de notre ancien seigneur. Il est temps de réoganiser le domaine;Wir haben es geschafft, endlich die Autonomie und Freiheit zu erreichen, die wir von unserem ehemaligen Oberherrn verdienen. Es ist Zeit, die Herrschaft neu zu ordnen;Uda³o nam siê w koncu uzyskaæ autonomiê i wolnoœæ zas³ugujemy od naszego by³ego w³adce. To jest czas na reorganizacjê panowanie;Conseguimos finalmente la autonomía y la libertad que merecemos de nuestro antiguo señor. Es hora de reorganizar el dominio;Siamo riusciti a ottenere finalmente l'autonomia e la libertà che ci meritiamo dal nostro ex dominatore. È tempo di riorganizzare il dominio;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;Podaøilo se nám koneènì získat autonomii a svobodu, kterou si zaslouíme od našeho bıvalého pána. Je naèase reorganizovat panství;Sikerült végre autonómiáját és szabadságát, hogy megérdemeljük a mi korábbi Overlord. Itt az ideje, hogy átszervezi a uralom;We zijn erin geslaagd om eindelijk de autonomie en de vrijheid die we verdienen van onze voormalige overlord. Het is tijd om het koninkrijk te reorganiseren;Conseguimos finalmente obter a autonomia ea liberdade que merecemos de nosso ex-senhor. É hora de reorganizar o domínio;Íàì óäàëîñü íàêîíåö ïîëó÷èòü àâòîíîìèş è ñâîáîäó, êîòîğûõ ìû çàñëóæèâàåì îò íàøåãî áûâøåãî ïîâåëèòåëÿ. Ïğèøëî âğåìÿ ğåîğãàíèçîâàòü âëàñòü;Onnistuimme vihdoinkin itsenäisyyttä ja vapautta ansaitsemme meidän entinen lääninherra. On aika järjestää uudelleen valta;x
postcol_COS_title;A New Government;Un nouveau gouvernement;Eine neue Regierung;Nowy rz¹d;Un nuevo gobierno;Un nuovo governo;Egy új kormány;Nová vláda;Egy új kormány;Een nieuwe regering;Um novo governo;Íîâîå ïğàâèòåëüñòâî;Uusi hallitus;x
